id,name,marked_complete,stored_blocks,positive_blocks,observed_min,crossings,database
1709,14ah_04451,1,132,130,0.21882014071987843,14,knot_research_14.db
1710,14ah_06137,1,137,135,0.2320062042380456,14,knot_research_14.db
1714,14nh_06324,1,137,136,0.11046888065467778,14,knot_research_14.db
1722,14ah_03105,1,139,137,0.22058488348681393,14,knot_research_14.db
1724,14nh_12859,1,128,127,0.18614991257971777,14,knot_research_14.db
1726,14ah_13047,1,134,132,0.23781406108885006,14,knot_research_14.db
1734,14nh_07037,1,135,134,0.006141983650649569,14,knot_research_14.db
1741,14ah_03528,1,136,134,0.15696734615825678,14,knot_research_14.db
1748,14nh_04820,1,135,134,0.05164612925951239,14,knot_research_14.db
1761,14ah_16355,1,129,127,0.2803857695281841,14,knot_research_14.db
1762,14nh_06952,1,126,125,0.003607800894989529,14,knot_research_14.db
1770,14nh_03082,1,129,127,0.009051173976965877,14,knot_research_14.db
1771,14ah_19397,1,118,116,0.39545907128678537,14,knot_research_14.db
1772,14nh_22925,1,135,134,0.20206314473675444,14,knot_research_14.db
1773,14ah_17380,1,121,119,0.17816950779731483,14,knot_research_14.db
1774,14nh_16805,1,131,130,0.10133397842365338,14,knot_research_14.db
1779,14nh_05536,1,124,123,0.16412125545021095,14,knot_research_14.db
1781,14nh_12745,1,137,136,0.15824939803009216,14,knot_research_14.db
1789,14ah_17946,1,128,126,0.3487274061126436,14,knot_research_14.db
1790,14nh_14942,1,124,123,0.09071936582612386,14,knot_research_14.db
1792,14ah_16375,1,125,123,0.26864332872315827,14,knot_research_14.db
1793,14ah_06516,1,138,136,0.23536031555377773,14,knot_research_14.db
1801,14ah_15891,1,130,128,0.28018423270206866,14,knot_research_14.db
1803,14ah_17326,1,120,118,0.2673411485893291,14,knot_research_14.db
1805,14nh_20424,1,136,135,0.21692237186180388,14,knot_research_14.db
1813,14nh_02122,1,134,133,0.01259205030896559,14,knot_research_14.db
1814,14nh_12880,1,125,124,0.21571687768256254,14,knot_research_14.db
1816,14ah_18652,1,128,126,0.30736285325896984,14,knot_research_14.db
1826,14ah_12975,1,131,129,0.17556489934800745,14,knot_research_14.db
1827,14nh_27082,1,121,120,0.2075437152030368,14,knot_research_14.db
1828,14ah_02183,1,142,140,0.1447827054914206,14,knot_research_14.db
1829,14nh_17683,1,124,123,0.11058654729664769,14,knot_research_14.db
1838,14ah_09672,1,129,127,0.21309961395302185,14,knot_research_14.db
1839,14nh_24661,1,130,129,0.21918281694574196,14,knot_research_14.db
1840,14nh_19892,1,132,131,0.23369417763368924,14,knot_research_14.db
1848,14ah_00938,1,138,136,0.16775324139658482,14,knot_research_14.db
1849,14ah_08723,1,137,135,0.19326304421340848,14,knot_research_14.db
1850,14ah_17788,1,128,126,0.34324972825431244,14,knot_research_14.db
1852,14ah_09013,1,136,134,0.254863226334265,14,knot_research_14.db
1858,14nh_05515,1,122,120,0.007725291451020711,14,knot_research_14.db
1860,14ah_05679,1,130,128,0.30487264680403225,14,knot_research_14.db
1864,14ah_01926,1,138,136,0.199469059737725,14,knot_research_14.db
1870,14ah_14962,1,129,127,0.2656109851452004,14,knot_research_14.db
1872,14ah_04232,1,131,129,0.3075203132173682,14,knot_research_14.db
1874,14nh_07409,1,126,126,0.09606256917212987,14,knot_research_14.db
1875,14ah_00761,1,146,144,0.17281810481946094,14,knot_research_14.db
1884,14ah_04023,1,139,137,0.1685234350092564,14,knot_research_14.db
1886,14nh_21751,1,127,126,0.11579178605293675,14,knot_research_14.db
1887,14nh_19529,1,123,121,0.026876202688935685,14,knot_research_14.db
1890,14nh_17790,1,121,120,0.0825119071684947,14,knot_research_14.db
1899,14nh_04381,1,129,128,0.006999781552551109,14,knot_research_14.db
1900,14ah_05777,1,133,131,0.2167105213954737,14,knot_research_14.db
1901,14nh_02039,1,140,140,0.16350641449612524,14,knot_research_14.db
1910,14nh_18447,1,123,122,0.12074423432500678,14,knot_research_14.db
1911,14nh_05109,1,113,113,0.17561792907430965,14,knot_research_14.db
1913,14nh_18928,1,129,128,0.08470050763689702,14,knot_research_14.db
1914,14ah_12335,1,129,127,0.2736485420480877,14,knot_research_14.db
1915,14nh_00678,1,124,123,0.019343392495054283,14,knot_research_14.db
1917,14nh_23075,1,129,128,0.03699429515827429,14,knot_research_14.db
1918,14ah_15161,1,131,129,0.25435757358479305,14,knot_research_14.db
1928,14ah_17644,1,125,123,0.3086462561650385,14,knot_research_14.db
1930,14ah_01121,0,69,68,0.09510453712748543,14,knot_research_14.db
1931,14nh_22057,1,132,131,0.17605875004208926,14,knot_research_14.db
1938,14nh_24376,1,127,126,0.169460753150175,14,knot_research_14.db
1939,14nh_20853,1,120,119,0.2222512409974666,14,knot_research_14.db
1941,14ah_14224,1,129,127,0.20370486750568906,14,knot_research_14.db
1942,14nh_07677,1,128,127,0.1353877294527633,14,knot_research_14.db
1943,14ah_18080,1,125,123,0.32877049895781674,14,knot_research_14.db
1953,14nh_02212,1,130,129,0.005614499623087125,14,knot_research_14.db
1954,14nh_11393,1,128,126,0.013295997611726711,14,knot_research_14.db
1956,14ah_02542,1,142,140,0.16612714482639568,14,knot_research_14.db
1957,14nh_08585,1,142,141,0.16672572191380164,14,knot_research_14.db
1964,14ah_00462,1,145,143,0.1301898691223605,14,knot_research_14.db
1968,14ah_09164,1,138,136,0.20291069513074284,14,knot_research_14.db
1978,14ah_18253,1,123,121,0.3089938858336922,14,knot_research_14.db
1979,14nh_19557,1,131,130,0.14037783143567936,14,knot_research_14.db
1981,14nh_07540,1,117,116,0.05379016461508506,14,knot_research_14.db
